,ds,Tmin,Tmax
4294,2023-10-08,12.696900747519305,23.65198864063017
4295,2023-10-09,12.728182262843818,23.71477697909783
4296,2023-10-10,12.700919541859859,23.677979000392874
4297,2023-10-11,13.169690197805323,23.75844427461814
4298,2023-10-12,13.231937214198668,23.817511717426083
4299,2023-10-13,13.276386210805526,23.89869563592655
4300,2023-10-14,13.41697652862682,23.90994260253781
4301,2023-10-15,13.644975847990768,24.03463212669182
4302,2023-10-16,13.683876016421685,24.113431050326106
4303,2023-10-17,13.659617421781435,24.099774457429326
4304,2023-10-18,14.127322765748417,24.21058471192235
4305,2023-10-19,14.185050480494537,24.307106437759586
4306,2023-10-20,14.222185856252729,24.432590559110736
4307,2023-10-21,14.35334532372062,24.49455335620571
4308,2023-10-22,14.570464526375787,24.675783492019125
4309,2023-10-23,14.597668761117692,24.816206810886207
4310,2023-10-24,14.561473976210232,24.86838146733352
4311,2023-10-25,15.017499959733978,25.048234666212732
4312,2023-10-26,15.064206639381963,25.215918402310617
4313,2023-10-27,15.09127211784439,25.413516810335665
4314,2023-10-28,15.21348830528279,25.54733050616814
4315,2023-10-29,15.422845049679083,25.79891024746653
4316,2023-10-30,15.443401449160117,26.006949052052878
4317,2023-10-31,15.401492478051825,26.122804651868236
4318,2023-11-01,15.85245234191918,26.361262883468804
4319,2023-11-02,15.89436511118435,26.581418741708344
4320,2023-11-03,15.91646074522045,26.824407082146653
4321,2023-11-04,16.033031731794743,26.99570778049468
4322,2023-11-05,16.23554050241325,27.276197172443165
4323,2023-11-06,16.24751548792095,27.504054488571853
4324,2023-11-07,16.194783073416655,27.630294830228536
4325,2023-11-08,16.632215970478672,27.8695390556809
4326,2023-11-09,16.65750766360424,28.0808971771026
4327,2023-11-10,16.659590183771527,28.305697236129983
4328,2023-11-11,16.75256963681531,28.44978455623972
4329,2023-11-12,16.927848938012694,28.69456338964134
4330,2023-11-13,16.909035019674295,28.878889965822964
4331,2023-11-14,16.822177304899572,28.954588869328422
4332,2023-11-15,17.222517647263977,29.137203575632583
4333,2023-11-16,17.20826123420571,29.286858269824087
4334,2023-11-17,17.16898571339336,29.445963489522534
4335,2023-11-18,17.21956314291441,29.521491097278364
4336,2023-11-19,17.352264552574773,29.695991223502517
4337,2023-11-20,17.29164487260151,29.80946080951348
4338,2023-11-21,17.164755651981686,29.81483628283562
4339,2023-11-22,17.52786651631047,29.928721763987063
4340,2023-11-23,17.48020571164822,30.012230450566616
4341,2023-11-24,17.412337915343027,30.108672178374647
4342,2023-11-25,17.440054881129743,30.125813048833784
4343,2023-11-26,17.556449687310067,30.246880064198763
4344,2023-11-27,17.486773310454197,30.3124206103591
4345,2023-11-28,17.35862186734321,30.27578943528568
4346,2023-11-29,17.72863632092864,30.353874542798536
4347,2023-11-30,17.6962257410452,30.40793957394572
4348,2023-12-01,17.65193291941688,30.48131551255347
4349,2023-12-02,17.71131837876195,30.481667358177887
4350,2023-12-03,17.867033855182513,30.592008388228184
4351,2023-12-04,17.84368411319666,30.652571466787332
4352,2023-12-05,17.768025393695712,30.616309616238603
4353,2023-12-06,18.19568206803168,30.69963680379517
4354,2023-12-07,18.224892191276286,30.76328602700012
4355,2023-12-08,18.244900191450053,30.85001704110872
4356,2023-12-09,18.369872022203907,30.866898887764147
4357,2023-12-10,18.59100301602907,30.996339387305994
4358,2023-12-11,18.631416349638307,31.07797063086754
4359,2023-12-12,18.61639939580797,31.064162317247217
4360,2023-12-13,19.100158460616516,31.170773576219826
4361,2023-12-14,19.179601508253775,31.258020121012358
4362,2023-12-15,19.24276603509086,31.368188906616737
4363,2023-12-16,19.402766393298734,31.407925365843774
4364,2023-12-17,19.649929852779753,31.55926537766088
4365,2023-12-18,19.706718472360073,31.661521074335965
4366,2023-12-19,19.697983347264934,31.666792476818372
4367,2023-12-20,20.177731179912158,31.7907158121469
4368,2023-12-21,20.24291239705807,31.893325626773922
4369,2023-12-22,20.281847781119588,32.01676319235565
4370,2023-12-23,20.408167914183068,32.06755663246356
4371,2023-12-24,20.61293491517644,32.22764530500449
4372,2023-12-25,20.619543921771825,32.3362579370013
4373,2023-12-26,20.553951443507437,32.34541688719605
4374,2023-12-27,20.971411255910567,32.470679758356816
4375,2023-12-28,20.9702279242925,32.571995810176944
4376,2023-12-29,20.940145908689082,32.6914099630926
4377,2023-12-30,20.996249621763447,32.73534006139699
4378,2023-12-31,21.13104505175977,32.8856001076564
4379,2024-01-01,21.0693215589909,32.98127907284835
4380,2024-01-02,20.93834212036413,32.97424769158274
4381,2024-01-03,21.29454379704002,33.07990442234571
4382,2024-01-04,21.237259543598963,33.158037906517265
4383,2024-01-05,21.157080233581684,33.25053852723831
4384,2024-01-06,21.169733062560073,33.26368448080836
